age,taille,poids,revenu_estime_mois,risque_personnel,loyer_mensuel,montant_pret
34,162.7,58.9,1314,0.53,5175.89104031576,500.0
60,161.1,77.5,2940,0.88,5000.0,14796.357807131111
18,181.7,72.0,500,0.4,5175.89104031576,500.0
41,175.9,66.2,1311,0.91,5000.0,500.0
28,172.9,65.4,1933,0.57,5175.89104031576,23571.148482404995
63,168.5,62.4,3131,0.64,5000.0,7014.187179419071
65,181.4,76.6,3754,0.88,5175.89104031576,19334.15534027285
32,173.2,105.7,4587,0.98,5175.89104031576,15410.780096993256
29,172.7,65.9,5272,0.35,5175.89104031576,3827.557213262908
75,174.4,65.7,3626,0.46,5000.0,500.0
70,171.2,74.0,2326,0.13,5175.89104031576,11311.766597335389
54,158.3,55.8,1910,0.89,5175.89104031576,7377.783299074361
40,182.3,86.0,2077,0.2,5175.89104031576,14249.999087338869
59,174.8,67.4,4734,0.51,5175.89104031576,17625.005304333405
49,168.2,63.0,4726,0.95,5175.89104031576,9102.16224972496
49,163.3,52.8,1444,0.56,5000.0,3385.6371225579664
43,175.9,75.4,2075,0.37,5175.89104031576,32669.937479172346
39,174.4,60.3,2713,0.47,5000.0,500.0
70,177.8,40.7,2427,0.02,5175.89104031576,17442.43220020994
61,183.3,56.7,3928,0.28,5000.0,500.0
38,177.0,63.1,3122,0.99,5175.89104031576,500.0
26,170.8,70.6,2635,0.26,5175.89104031576,23976.78489774104
59,165.7,63.6,4873,0.78,5175.89104031576,23563.724981128857
53,178.1,75.6,2440,0.87,5000.0,6719.12224337161
27,169.5,50.3,2025,0.98,5000.0,17653.584460874208
57,173.5,71.1,2287,0.47,5000.0,763.8257882278798
73,181.0,66.1,1776,0.87,5175.89104031576,500.0
31,168.8,106.0,3778,0.36,5000.0,19998.243461066268
38,170.3,43.6,3345,0.9,5000.0,26465.223591017195
40,180.5,57.0,1282,0.21,5175.89104031576,13934.11431858846
33,185.8,46.9,2257,0.38,5000.0,9647.05207576296
74,165.1,64.1,505,0.34,5000.0,500.0
31,153.3,84.0,500,0.84,5000.0,500.0
64,159.6,53.5,500,0.36,5000.0,500.0
37,164.0,55.5,3362,0.79,5175.89104031576,27973.43076850212
49,180.1,76.5,1577,0.87,5175.89104031576,15566.586750708451
32,163.6,94.0,2293,0.5,5175.89104031576,27078.054553957616
30,169.3,78.0,1577,0.15,5175.89104031576,24900.96882567323
70,186.6,66.9,3366,0.87,5175.89104031576,30850.856313728706
75,181.4,64.0,575,0.46,5000.0,20715.72786040349
60,158.9,59.7,1873,0.3,5175.89104031576,500.0
50,178.0,57.5,1541,0.17,5175.89104031576,500.0
29,169.9,52.8,2485,0.97,5175.89104031576,500.0
45,169.0,80.9,518,0.09,5000.0,500.0
58,181.4,66.2,2554,0.22,5000.0,11301.820807689632
40,177.3,83.9,800,0.47,5000.0,500.0
26,157.4,67.6,841,0.45,5000.0,20631.732773372485
54,176.6,73.7,500,0.73,5175.89104031576,500.0
24,162.2,74.8,2856,0.8,5000.0,1958.5691665117863
51,175.1,68.2,500,0.5,5175.89104031576,500.0
22,174.9,43.0,1985,0.75,5175.89104031576,500.0
42,156.0,60.8,2368,0.01,5175.89104031576,3095.6058161162705
35,171.3,73.9,1106,0.67,5175.89104031576,14892.129695892656
72,185.0,95.9,2373,0.61,5175.89104031576,1598.5573296252444
27,176.1,63.7,1142,0.86,5000.0,500.0
31,165.1,67.9,1627,0.71,5175.89104031576,500.0
68,163.7,66.9,2206,0.13,5175.89104031576,27971.661874715537
70,169.4,58.4,1988,0.36,5000.0,500.0
19,175.7,61.7,1424,0.18,5175.89104031576,500.0
55,169.5,55.7,2919,0.11,5000.0,25162.12457911411
52,171.3,52.8,2435,0.67,5175.89104031576,500.0
67,181.9,55.4,2990,0.98,5000.0,8543.009391045001
38,177.6,53.2,2496,0.22,5175.89104031576,500.0
44,171.1,70.7,832,0.64,5000.0,500.0
24,162.6,64.6,1369,0.23,5175.89104031576,500.0
26,173.2,66.6,3096,1.0,5000.0,500.0
18,154.0,78.7,3688,0.8,5000.0,500.0
57,163.2,60.1,2507,0.11,5000.0,13941.527954181993
74,168.6,71.8,2694,0.99,5000.0,14236.835513896362
63,166.2,82.5,2037,0.19,5000.0,19778.35539078744
64,155.8,57.5,1053,0.98,5175.89104031576,17654.56282008825
61,173.2,75.6,2828,0.35,5175.89104031576,500.0
61,190.9,62.9,1380,0.51,5175.89104031576,21644.832592698243
46,167.2,59.4,1998,0.56,5175.89104031576,500.0
23,171.3,61.1,1131,0.13,5175.89104031576,18435.404174632757
43,174.2,84.7,1625,0.73,5000.0,21236.88883013472
65,191.1,66.7,4146,0.7,5175.89104031576,500.0
42,165.4,29.4,3833,0.15,5175.89104031576,17664.586088599888
70,180.7,68.4,1844,0.24,5000.0,8116.3580936528115
73,174.3,50.0,1274,0.95,5175.89104031576,16091.874500371972
55,169.7,59.4,3565,0.65,5175.89104031576,21054.2584713225
33,162.0,70.0,2396,0.19,5175.89104031576,27795.93468969328
58,163.7,56.6,2941,0.79,5000.0,500.0
31,166.6,73.4,2231,0.12,5175.89104031576,500.0
73,179.3,56.6,2846,0.78,5175.89104031576,500.0
39,167.8,70.0,1898,0.3,5175.89104031576,500.0
68,166.0,71.3,2437,0.66,5175.89104031576,10942.245205344045
30,176.8,73.5,544,0.17,5175.89104031576,22239.179681936534
66,166.8,57.9,663,0.46,5000.0,500.0
34,161.8,66.6,2226,0.22,5000.0,10040.154450939635
50,157.5,103.6,4524,0.62,5000.0,500.0
67,162.8,102.9,1914,0.82,5000.0,13327.738472695168
50,156.1,81.7,2638,0.77,5000.0,23261.21905705174
34,168.6,64.7,3610,0.08,5175.89104031576,500.0
65,174.7,65.4,3249,0.37,5175.89104031576,33199.35478748699
49,191.1,53.1,860,0.21,5000.0,500.0
55,167.5,94.0,2311,0.16,5175.89104031576,7795.509684423933
61,170.8,62.3,2264,0.28,5175.89104031576,24271.219189403848
68,161.4,74.6,4313,0.34,5000.0,21451.05492936465
18,171.5,56.2,2534,0.51,5175.89104031576,500.0
74,156.0,54.4,3637,0.7,5175.89104031576,38222.79026525704
65,163.8,44.5,1841,0.38,5000.0,500.0
50,169.8,102.2,2142,0.18,5175.89104031576,500.0
39,186.4,51.8,4471,0.43,5000.0,16199.551633671726
74,168.3,83.5,3136,0.62,5000.0,23950.74207967979
31,173.2,55.3,2429,0.25,5175.89104031576,2445.012805046136
70,169.9,88.2,3980,0.11,5175.89104031576,5577.44856930656
18,178.4,76.5,1708,0.2,5175.89104031576,9625.845574796664
18,171.4,84.0,2234,0.65,5000.0,10561.932639484903
52,174.5,66.3,2293,0.07,5175.89104031576,500.0
27,162.9,82.4,2465,0.69,5000.0,36102.58761325516
60,161.1,74.7,2370,0.92,5000.0,500.0
32,163.5,71.5,1719,0.2,5000.0,500.0
18,162.8,46.9,1911,0.24,5175.89104031576,5572.278397167314
45,174.1,73.6,2748,0.59,5000.0,7728.598329102197
35,176.2,74.7,3421,0.63,5175.89104031576,15212.024253129037
38,175.8,93.1,3577,0.26,5175.89104031576,500.0
50,175.4,68.6,4178,0.06,5000.0,38786.02258457793
43,166.2,62.3,3750,1.0,5175.89104031576,39785.56579751289
52,183.5,60.4,2602,0.14,5175.89104031576,500.0
69,175.0,39.7,3860,0.19,5175.89104031576,500.0
26,178.0,60.2,3615,0.35,5000.0,500.0
24,163.1,53.8,3699,0.59,5175.89104031576,500.0
39,171.8,66.5,2204,0.98,5175.89104031576,500.0
50,173.1,63.2,1217,0.64,5000.0,500.0
37,182.2,76.0,2021,0.81,5000.0,500.0
24,174.1,65.3,3352,0.12,5175.89104031576,27056.669054141723
23,170.1,106.1,5268,0.0,5175.89104031576,28187.94843743599
43,162.0,102.1,3168,0.96,5000.0,20369.88983084691
51,158.8,68.3,2685,0.44,5175.89104031576,16476.89500268288
21,182.1,61.8,1952,0.13,5000.0,9149.713737992504
53,159.7,96.8,2518,0.9,5000.0,10297.861578973992
63,161.9,62.6,1675,0.03,5000.0,2415.4318353413337
54,166.7,63.6,3828,0.51,5175.89104031576,4929.495735749877
22,171.6,84.1,1589,0.87,5000.0,500.0
24,147.8,76.6,4420,0.2,5000.0,28880.364881321628
41,191.1,91.2,2932,0.96,5175.89104031576,500.0
21,182.4,78.5,5080,0.01,5175.89104031576,13703.88297040526
37,194.0,62.1,3817,0.01,5175.89104031576,18514.6712685514
69,152.7,79.1,1230,0.17,5000.0,24435.34008926936
30,159.4,53.5,5518,0.98,5000.0,500.0
50,185.0,107.3,611,0.36,5175.89104031576,24044.07796101801
27,166.7,63.9,3444,0.46,5175.89104031576,500.0
39,182.7,72.2,3466,0.96,5175.89104031576,21061.9901881809
28,156.4,82.8,2542,0.99,5175.89104031576,599.2826027812608
70,162.7,77.9,3578,0.75,5000.0,6622.300339722123
19,168.8,58.5,4354,0.61,5000.0,22511.217794679647
39,156.8,70.8,534,0.87,5000.0,19635.997764467586
31,174.4,70.8,500,0.71,5175.89104031576,19517.82898274985
19,162.5,59.2,4000,0.18,5000.0,30733.79516709794
18,165.6,62.3,1751,0.44,5000.0,500.0
63,171.7,56.5,555,0.4,5175.89104031576,18978.120835594247
27,185.1,56.6,1429,0.33,5175.89104031576,7658.449239506435
49,165.1,64.3,1072,0.1,5175.89104031576,500.0
35,176.4,81.6,3322,0.8,5175.89104031576,500.0
55,163.0,75.0,1588,0.33,5175.89104031576,5341.028968337724
50,183.1,67.9,3164,0.05,5000.0,500.0
73,185.2,67.2,647,0.11,5000.0,13005.741673146224
67,173.1,72.9,4309,0.18,5175.89104031576,8504.257979295746
20,176.0,61.9,2230,0.55,5175.89104031576,500.0
61,178.2,70.5,2633,0.07,5175.89104031576,500.0
55,189.3,77.6,3120,0.76,5175.89104031576,28648.772767630267
49,168.8,47.5,4324,0.93,5175.89104031576,500.0
57,163.4,62.6,500,0.81,5000.0,500.0
67,156.0,84.5,2840,0.71,5175.89104031576,12743.034821945816
70,175.0,53.4,789,0.37,5175.89104031576,500.0
63,172.7,60.3,1338,0.23,5175.89104031576,13235.87926350807
45,150.6,58.3,2117,0.85,5175.89104031576,500.0
20,156.0,57.0,2075,0.14,5000.0,500.0
62,160.6,56.2,2869,0.28,5000.0,500.0
32,177.1,72.7,1331,0.63,5175.89104031576,500.0
50,168.1,83.8,2637,0.32,5000.0,500.0
67,182.9,85.2,3029,0.2,5175.89104031576,8910.279919978962
29,178.4,57.8,1487,0.61,5175.89104031576,500.0
32,166.4,73.6,1975,0.2,5000.0,500.0
73,180.8,54.3,1872,0.69,5000.0,500.0
55,175.5,60.4,4059,0.82,5175.89104031576,500.0
27,163.7,89.3,1915,0.64,5000.0,18028.991851950024
61,163.2,66.1,3229,0.87,5175.89104031576,30346.12334812744
68,178.8,67.5,4392,0.19,5175.89104031576,9862.615767813557
42,172.4,67.8,1933,0.09,5000.0,500.0
19,174.4,73.1,2406,0.7,5000.0,6294.336841708063
63,188.9,73.1,2489,0.66,5175.89104031576,13313.318582046735
74,183.1,79.0,500,0.2,5000.0,500.0
40,167.3,77.3,4145,0.56,5000.0,500.0
42,157.4,63.5,5066,0.88,5175.89104031576,31279.742991111896
38,160.1,49.5,1986,0.75,5000.0,500.0
36,178.7,71.8,2375,0.03,5175.89104031576,6533.493722478406
47,158.0,72.4,1522,0.94,5175.89104031576,500.0
66,147.1,71.9,1178,0.18,5175.89104031576,500.0
74,167.9,99.2,500,0.95,5000.0,500.0
75,179.7,80.0,1929,0.69,5175.89104031576,500.0
29,161.0,68.5,4280,0.77,5000.0,500.0
31,183.0,49.5,4797,0.58,5000.0,9911.22582326303
20,163.3,51.4,3624,0.86,5000.0,500.0
41,159.8,76.6,2836,0.15,5000.0,500.0
28,184.3,109.6,4466,0.34,5000.0,26843.61226337767
55,167.5,49.0,500,0.98,5000.0,500.0
23,159.6,71.1,3258,0.86,5000.0,21421.379721887948
25,166.9,92.0,2974,0.78,5000.0,14974.19121062256
70,168.9,86.3,4483,0.9,5175.89104031576,23580.485140549903
26,163.9,80.1,1191,0.93,5175.89104031576,500.0
55,174.4,48.9,4000,0.73,5175.89104031576,500.0
61,164.4,61.0,2406,0.28,5175.89104031576,33581.25319432047
64,171.6,78.9,1488,0.27,5175.89104031576,25567.82025045327
31,188.4,86.3,3517,0.53,5175.89104031576,3770.4664092956295
61,179.1,75.9,2407,0.66,5000.0,4658.501555863989
55,158.3,36.8,1217,0.39,5175.89104031576,500.0
24,176.2,59.8,2414,0.42,5000.0,500.0
63,160.5,69.5,3836,0.2,5175.89104031576,14931.5320834179
44,186.8,48.6,3994,0.91,5175.89104031576,500.0
72,185.0,97.3,2989,0.04,5000.0,12229.95280457813
50,161.6,43.0,954,0.65,5175.89104031576,32459.69464009423
75,169.3,65.5,3776,0.98,5175.89104031576,12526.507075535286
65,185.2,57.1,2224,0.92,5000.0,1407.8691143482913
67,174.1,89.2,3917,0.05,5000.0,500.0
70,158.1,69.5,2771,0.67,5175.89104031576,500.0
23,165.4,74.7,1233,0.38,5175.89104031576,21868.545933568254
41,173.9,64.2,2372,0.38,5175.89104031576,500.0
18,169.7,75.2,1691,0.86,5000.0,500.0
49,160.5,72.1,1895,0.64,5000.0,500.0
58,191.9,82.3,531,0.53,5000.0,8950.288958770454
69,175.9,77.5,3568,0.44,5000.0,31302.518701116813
24,165.5,82.4,4522,0.26,5175.89104031576,500.0
71,182.3,61.1,5677,0.9,5000.0,500.0
58,156.4,59.3,3725,0.43,5175.89104031576,30506.79091470309
32,159.9,79.1,2349,0.31,5175.89104031576,3475.292708429306
42,158.5,68.6,4780,0.81,5175.89104031576,22786.535751279083
52,174.3,67.9,3126,0.66,5000.0,12133.434758795634
68,162.9,66.4,2121,0.52,5000.0,16707.320410262688
56,184.4,62.8,2199,0.91,5000.0,500.0
43,180.5,77.4,1895,0.38,5000.0,500.0
35,181.6,84.5,3178,0.44,5175.89104031576,10190.207082333322
72,191.1,70.0,1085,0.87,5000.0,500.0
40,173.4,97.8,3100,0.32,5000.0,12870.396799192902
66,175.3,58.1,2461,0.25,5000.0,13321.319313721186
48,172.6,65.5,2324,0.54,5000.0,500.0
18,170.6,85.8,3086,1.0,5175.89104031576,31670.335398632797
71,165.2,86.1,2907,0.64,5000.0,22790.56904739361
40,176.0,88.1,1197,0.02,5000.0,12046.957747907947
29,174.9,76.3,500,0.45,5175.89104031576,21541.000792745766
56,172.3,104.4,3542,0.75,5175.89104031576,21249.6816805135
67,165.2,69.0,500,0.2,5000.0,500.0
73,179.3,65.8,2011,0.62,5175.89104031576,500.0
21,170.1,52.5,679,0.54,5000.0,500.0
46,180.8,87.0,1376,0.62,5175.89104031576,500.0
71,173.0,69.8,4141,0.12,5000.0,29714.971324441485
55,180.9,86.9,2599,0.96,5175.89104031576,500.0
45,180.1,64.3,1362,0.83,5175.89104031576,500.0
52,179.2,95.5,3146,0.27,5000.0,14712.236943974063
40,169.3,39.5,2214,0.21,5175.89104031576,1434.4868463231576
65,177.2,90.8,1737,0.56,5175.89104031576,24727.910347524048
67,168.0,72.4,3095,0.23,5175.89104031576,6704.007734065711
61,176.8,46.4,3443,0.83,5000.0,18647.06056678005
67,192.5,68.8,3505,0.74,5000.0,11631.259559968592
27,174.2,67.4,1760,0.09,5175.89104031576,500.0
73,154.9,62.9,625,0.12,5000.0,25669.544147114568
67,149.5,55.6,1713,0.23,5000.0,500.0
73,179.6,50.8,4590,0.85,5000.0,500.0
61,167.3,57.9,2748,0.63,5000.0,9434.659540117997
69,160.0,93.4,3818,0.25,5000.0,6310.894952435596
67,173.3,58.9,500,0.94,5000.0,20052.53611447455
46,168.2,101.0,2302,0.04,5175.89104031576,500.0
63,148.1,81.2,4769,0.57,5175.89104031576,4036.323974507442
73,159.7,79.4,3031,0.21,5000.0,27494.043447307995
38,171.5,70.5,1969,0.97,5175.89104031576,500.0
54,185.0,81.0,2477,0.98,5175.89104031576,500.0
22,169.0,44.6,2272,0.48,5175.89104031576,3340.3206014360453
65,185.1,101.6,2844,0.73,5000.0,7918.3760303489635
42,182.3,96.2,2096,0.88,5000.0,500.0
66,178.8,90.4,2170,0.7,5175.89104031576,2109.7498014256
53,179.2,63.3,1615,0.11,5000.0,11933.705374909388
63,179.8,61.7,1430,0.83,5175.89104031576,10662.337309807588
66,164.8,75.5,3821,0.6,5000.0,22475.791534768337
69,174.2,99.8,2004,0.84,5000.0,31746.36279552806
32,147.3,64.0,2671,0.9,5000.0,500.0
41,180.4,76.7,2447,0.54,5000.0,17799.342438982523
50,180.6,70.2,2110,0.76,5000.0,500.0
40,162.3,81.8,2319,0.19,5000.0,7802.151982839824
37,177.4,95.9,1434,0.06,5000.0,2758.344639080622
47,171.3,57.8,2904,0.95,5175.89104031576,6653.182732057208
18,153.6,81.8,3558,0.12,5175.89104031576,20479.891924403964
22,167.8,80.3,1324,0.64,5175.89104031576,13812.433639724204
25,173.9,41.8,4575,0.66,5000.0,35429.88270013368
25,190.9,73.8,2135,0.17,5000.0,500.0
24,168.4,59.0,3460,0.16,5175.89104031576,2691.7497447580117
66,173.2,68.7,1658,0.23,5000.0,500.0
25,172.9,53.3,3686,0.86,5175.89104031576,6187.566829254596
71,179.0,63.0,2591,0.16,5000.0,500.0
52,183.9,96.4,3206,0.15,5000.0,3772.281134117141
69,178.9,50.5,2108,0.83,5175.89104031576,9245.067939372077
40,186.9,62.3,2259,0.65,5175.89104031576,500.0
54,165.9,56.9,2715,0.66,5175.89104031576,31578.795246980608
73,167.9,55.9,2611,0.48,5175.89104031576,13080.390952444215
62,147.1,67.2,3457,0.79,5000.0,500.0
18,155.3,85.3,4318,0.29,5175.89104031576,12444.18000177468
35,162.3,83.7,4543,0.33,5175.89104031576,24172.54524585116
57,191.8,81.9,2477,0.81,5175.89104031576,500.0
24,188.0,87.5,2756,0.22,5175.89104031576,500.0
46,169.8,76.0,2239,0.88,5175.89104031576,500.0
59,162.8,90.3,2327,0.28,5175.89104031576,500.0
22,171.5,70.0,2742,0.06,5175.89104031576,8523.903990408196
68,167.2,58.7,3026,0.29,5175.89104031576,500.0
70,158.1,86.9,3168,0.96,5000.0,500.0
26,183.7,70.7,1748,0.69,5175.89104031576,500.0
26,180.2,52.6,1542,0.32,5000.0,500.0
59,176.3,81.7,1694,0.97,5175.89104031576,500.0
54,169.3,79.3,1830,0.5,5175.89104031576,500.0
48,159.4,59.3,3843,0.39,5000.0,500.0
29,175.8,83.4,500,0.72,5175.89104031576,500.0
28,162.7,62.3,2506,0.42,5175.89104031576,500.0
27,153.2,103.4,1424,0.77,5175.89104031576,12701.66329334586
29,157.6,60.7,2399,0.88,5000.0,2700.432138428677
62,175.1,49.1,2946,0.75,5175.89104031576,27911.64268136543
66,158.0,74.6,3577,0.59,5000.0,500.0
72,176.2,78.9,1003,0.33,5175.89104031576,500.0
35,171.1,51.1,3905,0.87,5000.0,500.0
19,169.4,57.6,1038,0.13,5175.89104031576,19095.689200236466
56,175.5,88.1,2465,0.39,5000.0,3752.732331334095
72,163.3,43.5,3264,0.2,5000.0,12129.644682555154
67,177.7,71.3,1147,0.53,5000.0,3350.7180556311887
56,160.3,68.6,2003,0.8,5000.0,16572.070143722067
32,161.9,63.7,2514,0.26,5000.0,11932.963080599528
32,181.3,41.0,4289,0.11,5175.89104031576,25955.66267887512
28,154.5,75.8,1829,0.26,5000.0,500.0
72,159.3,81.5,2169,0.28,5175.89104031576,17270.929221085047
42,177.0,76.8,2394,0.13,5175.89104031576,23959.80973408805
58,165.2,83.4,2956,0.64,5000.0,500.0
38,155.7,76.5,3805,0.48,5000.0,27995.14067176961
61,155.6,97.3,1651,0.55,5000.0,18336.33658243077
62,150.0,75.3,1597,0.28,5175.89104031576,500.0
39,176.5,46.3,2355,0.85,5175.89104031576,31297.533931777554
65,181.3,78.6,2923,0.67,5000.0,9990.21926296556
50,175.5,48.0,3263,0.06,5175.89104031576,500.0
44,168.7,55.1,1878,0.85,5000.0,500.0
19,174.0,89.0,2991,0.45,5000.0,16865.44998902573
56,191.0,72.2,500,0.57,5175.89104031576,1924.870725814524
38,160.3,50.6,2476,0.34,5175.89104031576,33237.51040497477
42,179.1,78.7,2948,0.89,5175.89104031576,500.0
74,174.4,52.5,3249,0.17,5000.0,500.0
26,173.2,71.7,3148,0.7,5000.0,10601.00601090133
53,158.2,50.4,500,0.0,5175.89104031576,6871.1122444362445
54,167.2,43.6,2548,0.37,5175.89104031576,500.0
67,156.5,53.4,1964,0.54,5175.89104031576,500.0
36,185.1,78.3,4130,0.28,5175.89104031576,23800.2848639697
27,164.0,95.4,2560,0.53,5175.89104031576,500.0
71,185.4,62.0,3791,0.19,5000.0,500.0
46,169.7,101.5,838,0.49,5000.0,11185.708320335612
25,173.2,70.6,1892,0.8,5175.89104031576,15088.916475610826
62,164.1,57.5,3821,0.07,5175.89104031576,4000.611212119556
28,172.7,64.4,3064,0.59,5175.89104031576,500.0
71,169.3,55.2,3056,0.92,5000.0,30181.130879989247
26,164.7,76.7,3848,0.37,5175.89104031576,9423.30195877417
57,171.0,57.4,2850,0.51,5175.89104031576,1439.6910306125149
44,161.9,70.1,500,0.64,5175.89104031576,500.0
68,158.7,57.8,1254,0.95,5000.0,500.0
53,187.4,64.6,5020,0.87,5000.0,5105.148839307339
67,179.1,74.1,2025,0.49,5175.89104031576,500.0
19,168.5,65.8,4336,0.44,5000.0,500.0
51,186.9,57.8,2977,0.26,5000.0,500.0
39,155.3,70.7,2554,0.83,5175.89104031576,500.0
73,153.4,72.5,1993,0.09,5175.89104031576,21231.539695160896
35,174.4,87.0,3393,0.33,5000.0,24163.240253384083
41,162.8,66.7,500,0.94,5000.0,9753.476558411556
64,189.1,67.8,3498,0.65,5000.0,500.0
63,162.6,65.5,1929,0.55,5000.0,500.0
59,151.9,100.0,2976,0.22,5175.89104031576,500.0
60,155.6,73.7,3579,0.87,5175.89104031576,17535.458832323646
36,168.0,73.2,3616,0.28,5175.89104031576,500.0
25,170.1,71.7,2813,0.33,5175.89104031576,500.0
69,160.2,79.8,1727,0.07,5175.89104031576,19319.196148001323
18,172.1,65.1,1205,0.99,5175.89104031576,500.0
49,174.5,70.5,3751,0.52,5175.89104031576,500.0
58,165.2,73.8,3429,0.72,5175.89104031576,500.0
30,172.7,65.4,2329,0.23,5000.0,500.0
65,173.1,62.1,2895,0.8,5000.0,500.0
53,172.8,98.2,3578,0.75,5175.89104031576,500.0
50,172.1,70.5,1043,0.26,5000.0,500.0
34,172.0,76.6,1234,0.88,5175.89104031576,37222.27624402957
46,186.3,58.8,2888,0.63,5175.89104031576,500.0
21,162.0,59.3,4411,0.01,5175.89104031576,500.0
60,153.8,67.8,819,0.9,5175.89104031576,30067.215410477864
71,179.3,53.7,2070,0.12,5175.89104031576,17545.045868818048
48,171.5,60.2,2493,0.72,5000.0,20817.4575589118
24,161.5,48.0,3798,0.23,5000.0,3405.217002031489
32,172.8,76.6,1483,0.87,5175.89104031576,7843.56251375298
27,158.0,69.9,3188,0.17,5000.0,6150.042727113279
41,163.2,47.5,1930,0.12,5000.0,7578.677506458355
64,184.8,77.7,3751,0.69,5175.89104031576,20588.76654653692
39,173.0,74.8,1359,0.18,5175.89104031576,500.0
24,162.6,82.1,1528,0.58,5175.89104031576,500.0
67,188.8,53.5,4070,0.95,5000.0,2634.683636496404
75,172.0,57.9,4229,0.71,5175.89104031576,500.0
59,162.8,69.7,2871,0.75,5000.0,1779.1326697419652
65,179.4,50.8,2485,0.48,5175.89104031576,500.0
55,186.5,76.9,3081,0.14,5000.0,500.0
51,162.7,64.5,2758,0.45,5000.0,15612.25503983592
55,166.2,75.1,2925,0.16,5175.89104031576,500.0
21,156.5,79.6,1486,0.86,5000.0,500.0
58,179.0,77.5,3712,0.98,5175.89104031576,500.0
33,172.2,75.3,2322,0.65,5000.0,500.0
70,164.0,77.9,3454,0.57,5000.0,11411.63837833595
34,175.0,64.4,2368,0.81,5000.0,500.0
69,176.4,71.6,2083,0.87,5000.0,20821.972562863903
40,183.8,77.4,3677,0.23,5000.0,14474.01181532304
26,162.3,61.5,2564,0.75,5175.89104031576,21735.303398241387
73,160.5,70.3,4028,0.59,5175.89104031576,18298.694122291112
43,170.2,79.3,2562,0.78,5175.89104031576,27460.961336772674
29,179.9,49.7,4361,0.56,5000.0,22040.55911743361
29,181.4,83.0,4239,0.76,5000.0,11620.182209556868
62,143.4,66.6,1610,0.26,5175.89104031576,500.0
18,152.8,57.5,2829,0.25,5175.89104031576,7172.698675956677
46,166.1,84.7,2733,0.07,5175.89104031576,500.0
32,173.4,80.2,3140,0.36,5000.0,25804.57376723502
68,166.8,55.8,3822,0.14,5175.89104031576,9236.974544372835
19,176.3,67.6,3543,0.06,5000.0,500.0
61,174.2,49.1,3008,0.94,5175.89104031576,16233.503687503098
73,184.0,61.1,1847,0.14,5000.0,500.0
67,157.5,72.6,4499,0.24,5000.0,27757.07286397715
72,176.1,87.2,908,0.74,5175.89104031576,500.0
39,173.4,66.8,3185,0.2,5175.89104031576,18176.21999552685
62,146.2,63.4,500,0.05,5175.89104031576,18672.718706990217
69,173.7,71.4,1582,0.78,5175.89104031576,500.0
46,166.0,55.9,4141,0.66,5000.0,10073.290791595377
62,170.8,75.0,3602,0.4,5175.89104031576,500.0
34,177.9,77.3,2376,0.56,5175.89104031576,500.0
32,188.2,61.4,3575,0.29,5175.89104031576,2266.3416046222064
33,182.2,41.6,3158,0.68,5000.0,21825.65185590192
28,184.7,73.0,1836,0.91,5175.89104031576,8525.467165236723
54,171.1,55.7,1708,0.69,5000.0,22391.779815250644
47,181.5,80.9,1503,0.68,5000.0,32134.828918881223
19,176.8,89.1,694,0.43,5000.0,500.0
62,173.3,75.6,3634,0.93,5000.0,18094.90172010177
68,180.7,78.0,3317,0.15,5175.89104031576,9461.168778528594
48,173.4,84.6,1542,0.37,5175.89104031576,500.0
37,169.1,53.7,500,0.62,5175.89104031576,5094.284227560223
69,154.7,84.0,4653,0.41,5175.89104031576,28626.23311421219
45,164.1,92.8,2661,0.47,5175.89104031576,500.0
20,172.2,76.2,3384,0.64,5175.89104031576,38761.03403719308
26,172.4,71.7,956,0.31,5175.89104031576,500.0
53,172.2,77.0,500,0.42,5175.89104031576,6791.945868893442
43,158.5,64.4,500,0.28,5175.89104031576,500.0
56,171.4,103.6,3629,0.57,5175.89104031576,5142.341555462631
45,160.6,71.4,4574,0.25,5175.89104031576,16813.329769241922
37,175.0,42.4,5232,0.81,5000.0,5018.281552408887
46,176.8,42.5,3872,0.77,5175.89104031576,13848.160540080662
36,175.0,64.2,2489,0.73,5000.0,16951.603550852673
